candidate_id,kind,ra_deg,dec_deg,z,R_probe_mpc
NEXO-V06,VOID,205.97402704924895,0.22187703526184616,0.8391980257571755,75
NEXO-V14,VOID,193.30938025705086,2.514638914427324,0.8221749312298852,75
NEXO-V145,VOID,144.507035,-5.228770,0.942566,100
NEXO-V11,VOID,173.78555731446124,1.9434327504164923,0.8288089450845224,75
NEXO-V99,VOID,236.964615,33.736871,0.844930,75
NEXO-V08,VOID,221.42429267459974,6.623295094802001,0.8199933844114592,75
NEXO-V102,VOID,14.172008,0.587149,0.887091,75
NEXO-W13,WALL,273.1862292611935,30.17809525030049,0.8645665152551771,140
